location,source,target,id,fuzzy,context,translator_comments,developer_comments
,,Calistria,Calistria,,,https://pathfinderwiki.com/wiki/Calistria,
,,Casandalee,Casandalee,,,https://pathfinderwiki.com/wiki/Casandalee,
,,Casmaron,Casmaron,,,https://pathfinderwiki.com/wiki/Casmaron,
,,Cayden Cailean,Cayden Cailean,,,https://pathfinderwiki.com/wiki/Cayden_Cailean,
,,Cheliax,Cheliax,,,https://pathfinderwiki.com/wiki/Cheliax,
,,Common,Common,,,https://pathfinderwiki.com/wiki/Common,
,,Crown of the World,Crown of the World,,,https://pathfinderwiki.com/wiki/Crown_of_the_World,
,,Darklands,Darklands,,,https://pathfinderwiki.com/wiki/Darklands,
,,Desna,Desna,,,https://pathfinderwiki.com/wiki/Desna,
,,Draconic,Draconic,,,https://pathfinderwiki.com/wiki/Draconic,
,,Druma,Druma,,,https://pathfinderwiki.com/wiki/Druma,
,,dwarf,dwarf,,,https://pathfinderwiki.com/wiki/dwarf,
,,Dwarven,Dwarven,,,https://pathfinderwiki.com/wiki/Dwarven,
,,Eagle Knights,Eagle Knights,,,https://pathfinderwiki.com/wiki/Eagle_Knights,
,,Earthfall,Earthfall,,,https://pathfinderwiki.com/wiki/Earthfall,
,,elf,elf,,,https://pathfinderwiki.com/wiki/elf,
,,Elven,Elven,,,https://pathfinderwiki.com/wiki/Elven,
,,Erastil,Erastil,,,https://pathfinderwiki.com/wiki/Erastil,
,,Esoteric Order of the Palatine,Esoteric Order of the Palatine,,,https://pathfinderwiki.com/wiki/Esoteric_Order_of_the_Palatine,
,,Eye of Abendego,Eye of Abendego,,,https://pathfinderwiki.com/wiki/Eye_of_Abendego,
,,Eye of the Arclords,Eye of the Arclords,,,https://pathfinderwiki.com/wiki/Eye_of_the_Arclords,
,,Fangwood Forest,Fangwood Forest,,,https://pathfinderwiki.com/wiki/Fangwood_Forest,
,,final blade,final blade,,,https://pathfinderwiki.com/wiki/final_blade,
,,Firebrands,Firebrands,,,https://pathfinderwiki.com/wiki/Firebrands,
,,Five Kings Mountains,Five Kings Mountains,,,https://pathfinderwiki.com/wiki/Five_Kings_Mountains,
,,Galt,Galt,,,https://pathfinderwiki.com/wiki/Galt,
,,Garund,Garund,,,https://pathfinderwiki.com/wiki/Garund,
,,Garundi,Garundi,,,https://pathfinderwiki.com/wiki/Garundi,
,,Geb,Geb,,,https://pathfinderwiki.com/wiki/Geb,
,,Gholinom,Gholinom,,,https://pathfinderwiki.com/wiki/Gholinom,
,,gillmen,gillmen,,,https://pathfinderwiki.com/wiki/gillmen,
,,gnome,gnome,,,https://pathfinderwiki.com/wiki/gnome,
,,Gnomish,Gnomish,,,https://pathfinderwiki.com/wiki/Gnomish,
,,goblin,goblin,,,https://pathfinderwiki.com/wiki/goblin,
,,Goblin,Goblin,,,https://pathfinderwiki.com/wiki/Goblin,
,,Godless Healing,Godless Healing,,,https://pathfinderwiki.com/wiki/Godless_Healing,
,,Golarion,Golarion,,,https://pathfinderwiki.com/wiki/Golarion,
,,Golden Legion epaulet,Golden Legion epaulet,,,https://pathfinderwiki.com/wiki/Golden_Legion_epaulet,
,,Gorum,Gorum,,,https://pathfinderwiki.com/wiki/Gorum,
,,Gozreh,Gozreh,,,https://pathfinderwiki.com/wiki/Gozreh,
,,Gravelands,Gravelands,,,https://pathfinderwiki.com/wiki/Gravelands,
,,Great Beyond,Great Beyond,,,https://pathfinderwiki.com/wiki/Great_Beyond,
,,Green Faith,Green Faith,,,https://pathfinderwiki.com/wiki/Green_Faith,
,,half-elf,half-elf,,,https://pathfinderwiki.com/wiki/half-elf,
,,half-orc,half-orc,,,https://pathfinderwiki.com/wiki/half-orc,
,,halfling,halfling,,,https://pathfinderwiki.com/wiki/halfling,
,,Halfling,Halfling,,,https://pathfinderwiki.com/wiki/Halfling,
,,Hallit,Hallit,,,https://pathfinderwiki.com/wiki/Hallit,
,,Hellknight armiger,Hellknight armiger,,,https://pathfinderwiki.com/wiki/Hellknight_armiger,
,,Hellknights,Hellknights,,,https://pathfinderwiki.com/wiki/Hellknights,
,,Hermea,Hermea,,,https://pathfinderwiki.com/wiki/Hermea,
,,human,human,,,https://pathfinderwiki.com/wiki/human,
,,Infernal,Infernal,,,https://pathfinderwiki.com/wiki/Infernal,
,,Inner Sea region,Inner Sea region,,,https://pathfinderwiki.com/wiki/Inner_Sea_region,
,,Iomedae,Iomedae,,,https://pathfinderwiki.com/wiki/Iomedae,
,,Irim,Irim,,,https://pathfinderwiki.com/wiki/Irim,
,,Irori,Irori,,,https://pathfinderwiki.com/wiki/Irori,
,,Irrisen,Irrisen,,,https://pathfinderwiki.com/wiki/Irrisen,
,,Isger,Isger,,,https://pathfinderwiki.com/wiki/Isger,
,,Isle of Erran,Isle of Erran,,,https://pathfinderwiki.com/wiki/Isle_of_Erran,
,,Isle of Terror,Isle of Terror,,,https://pathfinderwiki.com/wiki/Isle_of_Terror,
,,Jaha,Jaha,,,https://pathfinderwiki.com/wiki/Jaha,
,,Jalmeray,Jalmeray,,,https://pathfinderwiki.com/wiki/Jalmeray,
,,jellyfish lamp,jellyfish lamp,,,https://pathfinderwiki.com/wiki/jellyfish_lamp,
,,Jotun,Jotun,,,https://pathfinderwiki.com/wiki/Jotun,
,,Katapesh,Katapesh,,,https://pathfinderwiki.com/wiki/Katapesh,
,,Kelish,Kelish,,,https://pathfinderwiki.com/wiki/Kelish,
,,Keleshite,Keleshite,,,https://pathfinderwiki.com/wiki/Keleshite,
,,Kellid,Kellid,,,https://pathfinderwiki.com/wiki/Kellid,
,,Kho,Kho,,,https://pathfinderwiki.com/wiki/Kho,
,,Kibwe,Kibwe,,,https://pathfinderwiki.com/wiki/Kibwe,
,,Kienek-Li,Kienek-Li,,,https://pathfinderwiki.com/wiki/Kienek-Li,
,,Knights of Lastwall,Knights of Lastwall,,,https://pathfinderwiki.com/wiki/Knights_of_Lastwall,
,,Kortos,Kortos,,,https://pathfinderwiki.com/wiki/Kortos,
,,Kyonin,Kyonin,,,https://pathfinderwiki.com/wiki/Kyonin,
,,Lake Encarthan,Lake Encarthan,,,https://pathfinderwiki.com/wiki/Lake_Encarthan,
,,Lake Ocota,Lake Ocota,,,https://pathfinderwiki.com/wiki/Lake_Ocota,
,,Lake of Mists and Veils,Lake of Mists and Veils,,,https://pathfinderwiki.com/wiki/Lake_of_Mists_and_Veils,
,,Lamashtu,Lamashtu,,,https://pathfinderwiki.com/wiki/Lamashtu,
,,Lands of the Linnorm Kings,Lands of the Linnorm Kings,,,https://pathfinderwiki.com/wiki/Lands_of_the_Linnorm_Kings,
,,Lastwall,Lastwall,,,https://pathfinderwiki.com/wiki/Lastwall,
,,Lastwall sentry,Lastwall sentry,,,https://pathfinderwiki.com/wiki/Lastwall_sentry,
,,Lion Blade,Lion Blade,,,https://pathfinderwiki.com/wiki/Lion_Blade,
,,Lion Blades,Lion Blades,,,https://pathfinderwiki.com/wiki/Lion_Blades,
,,living monolith,living monolith,,,https://pathfinderwiki.com/wiki/living_monolith,
,,lizardfolk,lizardfolk,,,https://pathfinderwiki.com/wiki/lizardfolk,
,,Magaambya,Magaambya,,,https://pathfinderwiki.com/wiki/Magaambya,
,,magic warrior,magic warrior,,,https://pathfinderwiki.com/wiki/magic_warrior,
,,Mana Wastes,Mana Wastes,,,https://pathfinderwiki.com/wiki/Mana_Wastes,
,,Mauxi,Mauxi,,,https://pathfinderwiki.com/wiki/Mauxi,
,,Mediogalti Island,Mediogalti Island,,,https://pathfinderwiki.com/wiki/Mediogalti_Island,
,,Mendev,Mendev,,,https://pathfinderwiki.com/wiki/Mendev,
,,Molthune,Molthune,,,https://pathfinderwiki.com/wiki/Molthune,
,,Mordant Spire,Mordant Spire,,,https://pathfinderwiki.com/wiki/Mordant_Spire,
,,Mualijae,Mualijae,,,https://pathfinderwiki.com/wiki/Mualijae,
,,Mwangi,Mwangi,,,https://pathfinderwiki.com/wiki/Mwangi,
,,Mzali,Mzali,,,https://pathfinderwiki.com/wiki/Mzali,
,,Nantambu,Nantambu,,,https://pathfinderwiki.com/wiki/Nantambu,
,,Necril,Necril,,,https://pathfinderwiki.com/wiki/Necril,
,,Nethys,Nethys,,,https://pathfinderwiki.com/wiki/Nethys,
,,New Thassilon,New Thassilon,,,https://pathfinderwiki.com/wiki/New_Thassilon,
,,Nex,Nex,,,https://pathfinderwiki.com/wiki/Nex,
,,Nidal,Nidal,,,https://pathfinderwiki.com/wiki/Nidal,
,,Nidalese,Nidalese,,,https://pathfinderwiki.com/wiki/Nidalese,
,,Night Heralds,Night Heralds,,,https://pathfinderwiki.com/wiki/Night_Heralds,
,,Nirmathas,Nirmathas,,,https://pathfinderwiki.com/wiki/Nirmathas,
,,Nocticula,Nocticula,,,https://pathfinderwiki.com/wiki/Nocticula,
,,Norgorber,Norgorber,,,https://pathfinderwiki.com/wiki/Norgorber,
,,Numeria,Numeria,,,https://pathfinderwiki.com/wiki/Numeria,
,,Oprak,Oprak,,,https://pathfinderwiki.com/wiki/Oprak,
,,Orcish,Orcish,,,https://pathfinderwiki.com/wiki/Orcish,
,,Osibu,Osibu,,,https://pathfinderwiki.com/wiki/Osibu,
,,Osiriani,Osiriani,,,https://pathfinderwiki.com/wiki/Osiriani,
,,Osirion,Osirion,,,https://pathfinderwiki.com/wiki/Osirion,
,,Pathfinder agent,Pathfinder agent,,,https://pathfinderwiki.com/wiki/Pathfinder_agent,
,,Pathfinder Society,Pathfinder Society,,,https://pathfinderwiki.com/wiki/Pathfinder_Society,
,,pesh,pesh,,,https://pathfinderwiki.com/wiki/pesh,
,,Pharasma,Pharasma,,,https://pathfinderwiki.com/wiki/Pharasma,
,,Prophecies of Kalistrade,Prophecies of Kalistrade,,,https://pathfinderwiki.com/wiki/Prophecies_of_Kalistrade,
,,Qadira,Qadira,,,https://pathfinderwiki.com/wiki/Qadira,
,,Rahadoum,Rahadoum,,,https://pathfinderwiki.com/wiki/Rahadoum,
,,Ravounel,Ravounel,,,https://pathfinderwiki.com/wiki/Ravounel,
,,Razmir,Razmir,,,https://pathfinderwiki.com/wiki/Razmir,
,,Razmiran,Razmiran,,,https://pathfinderwiki.com/wiki/Razmiran,
,,Realm of the Mammoth Lords,Realm of the Mammoth Lords,,,https://pathfinderwiki.com/wiki/Realm_of_the_Mammoth_Lords,
,,Red Mantis,Red Mantis,,,https://pathfinderwiki.com/wiki/Red_Mantis,
,,Red Mantis assassin,Red Mantis assassin,,,https://pathfinderwiki.com/wiki/Red_Mantis_assassin,
,,River Kingdoms,River Kingdoms,,,https://pathfinderwiki.com/wiki/River_Kingdoms,
,,Rovagug,Rovagug,,,https://pathfinderwiki.com/wiki/Rovagug,
,,runescarred,runescarred,,,https://pathfinderwiki.com/wiki/runescarred,
,,Sarenrae,Sarenrae,,,https://pathfinderwiki.com/wiki/Sarenrae,
,,Sarkoris Scar,Sarkoris Scar,,,https://pathfinderwiki.com/wiki/Sarkoris_Scar,
,,Sczarni,Sczarni,,,https://pathfinderwiki.com/wiki/Sczarni,
,,Sellen River,Sellen River,,,https://pathfinderwiki.com/wiki/Sellen_River,
,,Senghor,Senghor,,,https://pathfinderwiki.com/wiki/Senghor,
,,Shackles,Shackles,,,https://pathfinderwiki.com/wiki/Shackles,
,,Shadowtongue,Shadowtongue,,,https://pathfinderwiki.com/wiki/Shadowtongue,
,,Shelyn,Shelyn,,,https://pathfinderwiki.com/wiki/Shelyn,
,,Shoanti,Shoanti,,,https://pathfinderwiki.com/wiki/Shoanti,
,,Skald,Skald,,,https://pathfinderwiki.com/wiki/Skald,
,,snowball,snowball,,,https://pathfinderwiki.com/wiki/snowball,
,,Sodden Lands,Sodden Lands,,,https://pathfinderwiki.com/wiki/Sodden_Lands,
,,Starstone Isle,Starstone Isle,,,https://pathfinderwiki.com/wiki/Starstone_Isle,
,,student of perfection,student of perfection,,,https://pathfinderwiki.com/wiki/student_of_perfection,
,,sun orchid elixir,sun orchid elixir,,,https://pathfinderwiki.com/wiki/sun_orchid_elixir,
,,swim fins,swim fins,,,https://pathfinderwiki.com/wiki/swim_fins,
,,Taldan,Taldan,,,https://pathfinderwiki.com/wiki/Taldan,
,,Taldor,Taldor,,,https://pathfinderwiki.com/wiki/Taldor,
,,Tanglebriar,Tanglebriar,,,https://pathfinderwiki.com/wiki/Tanglebriar,
,,Tar-Baphon,Tar-Baphon,,,https://pathfinderwiki.com/wiki/Tar-Baphon,
,,Thassilonian,Thassilonian,,,https://pathfinderwiki.com/wiki/Thassilonian,
,,tattoo,tattoo,,,https://pathfinderwiki.com/wiki/tattoo,
,,Thuvia,Thuvia,,,https://pathfinderwiki.com/wiki/Thuvia,
,,Tian,Tian,,,https://pathfinderwiki.com/wiki/Tian,
,,Tian Xia,Tian Xia,,,https://pathfinderwiki.com/wiki/Tian_Xia,
,,Tien,Tien,,,https://pathfinderwiki.com/wiki/Tien,
,,Torag,Torag,,,https://pathfinderwiki.com/wiki/Torag,
,,Ulfen,Ulfen,,,https://pathfinderwiki.com/wiki/Ulfen,
,,Urgathoa,Urgathoa,,,https://pathfinderwiki.com/wiki/Urgathoa,
,,Usaro,Usaro,,,https://pathfinderwiki.com/wiki/Usaro,
,,Ustalav,Ustalav,,,https://pathfinderwiki.com/wiki/Ustalav,
,,Varisia,Varisia,,,https://pathfinderwiki.com/wiki/Varisia,
,,Varisian,Varisian,,,https://pathfinderwiki.com/wiki/Varisian,
,,Verduran Forest,Verduran Forest,,,https://pathfinderwiki.com/wiki/Verduran_Forest,
,,Vidrian,Vidrian,,,https://pathfinderwiki.com/wiki/Vidrian,
,,Vudra,Vudra,,,https://pathfinderwiki.com/wiki/Vudra,
,,Vudrani,Vudrani,,,https://pathfinderwiki.com/wiki/Vudrani,
,,Whispering Tyrant,Whispering Tyrant,,,https://pathfinderwiki.com/wiki/Whispering_Tyrant,
,,Whispering Way,Whispering Way,,,https://pathfinderwiki.com/wiki/Whispering_Way,
,,Worldwound,Worldwound,,,https://pathfinderwiki.com/wiki/Worldwound,
,,Zenj,Zenj,,,https://pathfinderwiki.com/wiki/Zenj,
,,Zon-Kuthon,Zon-Kuthon,,,https://pathfinderwiki.com/wiki/Zon-Kuthon,
