"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"","Hall of the Yellow-Eyed King","","","False","","https://pathfinderwiki.com/wiki/PathfinderWiki:Map_Locations_Without_Articles",""
"","Hall to the Broken Dream","","","False","","https://pathfinderwiki.com/wiki/PathfinderWiki:Map_Locations_Without_Articles",""
"","Hammer Rock","","","False","","https://pathfinderwiki.com/wiki/Hammer_Rock",""
"","Hanging City of Teskra","","","False","","https://pathfinderwiki.com/wiki/Hanging_City_of_Teskra",""
"","Haunted Crater Lakes","","","False","","https://pathfinderwiki.com/wiki/Haunted_Crater_Lakes",""
"","Hawk's Nest","","","False","","https://pathfinderwiki.com/wiki/Hawk's_Nest",""
"","Heavywater Perch","","","False","","https://pathfinderwiki.com/wiki/Heavywater_Perch",""
"","Heibarr","","","False","","https://pathfinderwiki.com/wiki/Heibarr",""
"","Hemachandra","","","False","","https://pathfinderwiki.com/wiki/Hemachandra",""
"","Herne's Oak","","","False","","https://pathfinderwiki.com/wiki/Herne's_Oak",""
"","Hero's Rest","","","False","","https://pathfinderwiki.com/wiki/Hero's_Rest",""
"","Heskott Bay","","","False","","https://pathfinderwiki.com/wiki/Heskott_Bay",""
"","Hesperix Manor","","","False","","https://pathfinderwiki.com/wiki/PathfinderWiki:Map_Locations_Without_Articles",""
"","High Harbor","","","False","","https://pathfinderwiki.com/wiki/High_Harbor",""
"","Highforest","","","False","","https://pathfinderwiki.com/wiki/Highforest",""
"","Highpoint Tower","","","False","","https://pathfinderwiki.com/wiki/Highpoint_Tower",""
"","Hollow Flesh Market","","","False","","https://pathfinderwiki.com/wiki/PathfinderWiki:Map_Locations_Without_Articles",""
"","Hollow Garden","","","False","","https://pathfinderwiki.com/wiki/Hollow_Garden",""
"","Hollow Mountain","","","False","","https://pathfinderwiki.com/wiki/Hollow_Mountain",""
"","Holy Xatramba","","","False","","https://pathfinderwiki.com/wiki/Holy_Xatramba",""
"","Hook Mountain","","","False","","https://pathfinderwiki.com/wiki/Hook_Mountain",""
"","Hope Lost","","","False","","https://pathfinderwiki.com/wiki/Hope_Lost",""
"","Hor-Aha","","","False","","https://pathfinderwiki.com/wiki/Hor-Aha",""
"","Hostel Sepet","","","False","","https://pathfinderwiki.com/wiki/Hostel_Sepet",""
"","House Beumhal","","","False","","https://pathfinderwiki.com/wiki/House_Beumhal",""
"","House of 1,000 Silks","","","False","","https://pathfinderwiki.com/wiki/House_of_1,000_Silks",""
"","House of Ensland","","","False","","https://pathfinderwiki.com/wiki/House_of_Ensland",""
"","House of Lies","","","False","","https://pathfinderwiki.com/wiki/House_of_Lies",""
"","House of Oblivion","","","False","","https://pathfinderwiki.com/wiki/House_of_Oblivion",""
"","House of Sky","","","False","","https://pathfinderwiki.com/wiki/House_of_Sky",""
"","House of Yanti Purnállo","","","False","","https://pathfinderwiki.com/wiki/House_of_Yanti_Purnállo",""
"","House of the Beast","","","False","","https://pathfinderwiki.com/wiki/House_of_the_Beast_(Katapesh)",""
"","House of the Moon","","","False","","https://pathfinderwiki.com/wiki/House_of_the_Moon",""
"","Hvorsuli","","","False","","https://pathfinderwiki.com/wiki/Hvorsuli",""
"","Ice Spire","","","False","","https://pathfinderwiki.com/wiki/Ice_Spire",""
"","Icegraves","","","False","","https://pathfinderwiki.com/wiki/Icegraves",""
"","Icerift Castle","","","False","","https://pathfinderwiki.com/wiki/Icerift_Castle",""
"","Infinite Ossuary","","","False","","https://pathfinderwiki.com/wiki/Infinite_Ossuary",""
"","Irogath Monastery","","","False","","https://pathfinderwiki.com/wiki/PathfinderWiki:Map_Locations_Without_Articles",""
"","Iron Mountain","","","False","","https://pathfinderwiki.com/wiki/Iron_Mountain",""
"","Iron Rose","","","False","","https://pathfinderwiki.com/wiki/Iron_Rose",""
"","Isle of Arenway","","","False","","https://pathfinderwiki.com/wiki/Isle_of_Arenway",""
"","Isle of the Dreamers","","","False","","https://pathfinderwiki.com/wiki/Isle_of_the_Dreamers",""
"","Jailed Emergence","","","False","","https://pathfinderwiki.com/wiki/Jailed_Emergence",""
"","Jezonna Oasis","","","False","","https://pathfinderwiki.com/wiki/Jezonna_Oasis",""
"","Jundlan Wrecks","","","False","","https://pathfinderwiki.com/wiki/Jundlan_Wrecks",""
"","Kabirabad","","","False","","https://pathfinderwiki.com/wiki/Kabirabad",""
"","Kalexcourt","","","False","","https://pathfinderwiki.com/wiki/Kalexcourt",""
"","Kallow Mounds","","","False","","https://pathfinderwiki.com/wiki/Kallow_Mounds",""
"","Kamawgyar Shrine","","","False","","https://pathfinderwiki.com/wiki/Kamawgyar_Shrine",""
"","Kashang","","","False","","https://pathfinderwiki.com/wiki/Kashang",""
"","Keening Hills","","","False","","https://pathfinderwiki.com/wiki/Keening_Hills",""
"","Kembe","","","False","","https://pathfinderwiki.com/wiki/Kembe",""
"","Kho","","","False","","https://pathfinderwiki.com/wiki/Kho",""
"","Kho-Rarne Pass","","","False","","https://pathfinderwiki.com/wiki/Kho-Rarne_Pass",""
"","Khulo","","","False","","https://pathfinderwiki.com/wiki/Khulo",""
"","Klarwa Fountain","","","False","","https://pathfinderwiki.com/wiki/Klarwa_Fountain",""
"","Koeh Lau","","","False","","https://pathfinderwiki.com/wiki/Koeh_Lau",""
"","Koor","","","False","","https://pathfinderwiki.com/wiki/Koor",""
"","Kopparberget","","","False","","https://pathfinderwiki.com/wiki/Kopparberget",""
"","Koumssa Gap","","","False","","https://pathfinderwiki.com/wiki/Koumssa_Gap",""
"","Kublan Grove","","","False","","https://pathfinderwiki.com/wiki/Kublan_Grove",""
"","Kuruban Swamp","","","False","","https://pathfinderwiki.com/wiki/Kuruban_Swamp",""
"","Labyrinth of the Two Hells","","","False","","https://pathfinderwiki.com/wiki/Labyrinth_of_the_Two_Hells",""
"","Lady's Light","","","False","","https://pathfinderwiki.com/wiki/Lady's_Light",""
"","Lair of Fafnheir","","","False","","https://pathfinderwiki.com/wiki/Lair_of_Fafnheir",""
"","Lake Platter","","","False","","https://pathfinderwiki.com/wiki/Lake_Platter",""
"","Lamashtu's Flower","","","False","","https://pathfinderwiki.com/wiki/Lamashtu's_Flower",""
"","Langitheath","","","False","","https://pathfinderwiki.com/wiki/Langitheath",""
"","Lethaquel","","","False","","https://pathfinderwiki.com/wiki/Lethaquel",""
"","Leydis","","","False","","https://pathfinderwiki.com/wiki/Leydis",""
"","Liclac","","","False","","https://pathfinderwiki.com/wiki/Liclac",""
"","Liferoot Stone","","","False","","https://pathfinderwiki.com/wiki/Liferoot_Stone",""
"","Lightning Stones","","","False","","https://pathfinderwiki.com/wiki/Lightning_Stones",""
"","Lightning's Call","","","False","","https://pathfinderwiki.com/wiki/Lightning's_Call",""
"","Lion Sleeps Inn","","","False","","https://pathfinderwiki.com/wiki/Lion_Sleeps_Inn",""
"","Lost Fortress of Mekshir","","","False","","https://pathfinderwiki.com/wiki/Lost_Fortress_of_Mekshir",""
"","Lost Lodge","","","False","","https://pathfinderwiki.com/wiki/Lost_Lodge",""
"","Lost Mine of Siwat","","","False","","https://pathfinderwiki.com/wiki/Lost_Mine_of_Siwat",""
"","Lost Mines","","","False","","https://pathfinderwiki.com/wiki/Lost_Mines",""
"","Lost Temple","","","False","","https://pathfinderwiki.com/wiki/Lost_Temple",""
"","Lurching Mountain","","","False","","https://pathfinderwiki.com/wiki/Lurching_Mountain",""
"","Magilloch Ranch","","","False","","https://pathfinderwiki.com/wiki/Magilloch_Ranch",""
"","Magrevore","","","False","","https://pathfinderwiki.com/wiki/Magrevore",""
"","Maiaji","","","False","","https://pathfinderwiki.com/wiki/Maiaji",""
"","Mammoth Graveyard","","","False","","https://pathfinderwiki.com/wiki/Mammoth_Graveyard_(Tusk_Mountains)",""
