location,source,target,id,fuzzy,context,translator_comments,developer_comments
,Cape Almhult,Cape Almhult,,,,https://pathfinderwiki.com/wiki/Cape_Almhult,
,Whitefang Penninsula,Whitefang Penninsula,,,,https://pathfinderwiki.com/wiki/Whitefang_Penninsula,
,Tashen Yakuta,Tashen Yakuta,,,,https://pathfinderwiki.com/wiki/Tashen_Yakuta,
,Thremyr's Shield,Thremyr's Shield,,,,https://pathfinderwiki.com/wiki/Thremyr's_Shield,
,Shining Sea,Shining Sea,,,,https://pathfinderwiki.com/wiki/Shining_Sea,
,Atnumees Sea,Atnumees Sea,,,,https://pathfinderwiki.com/wiki/Atnumees_Sea,
,Shraedar Peninsula,Shraedar Peninsula,,,,https://pathfinderwiki.com/wiki/Shraedar_Peninsula,
,Xu Hong Bay,Xu Hong Bay,,,,https://pathfinderwiki.com/wiki/Xu_Hong_Bay,
,Sorui Gulf,Sorui Gulf,,,,https://pathfinderwiki.com/wiki/Sorui_Gulf,
,Songil Sea,Songil Sea,,,,https://pathfinderwiki.com/wiki/Songil_Sea,
,Ningyo Gulf,Ningyo Gulf,,,,https://pathfinderwiki.com/wiki/Ningyo_Gulf,
,The Caemorin,The Caemorin,,,,https://pathfinderwiki.com/wiki/The_Caemorin,
,The Shackles,The Shackles,,,,https://pathfinderwiki.com/wiki/The_Shackles,
,Garnet Island,Garnet Island,,,,https://pathfinderwiki.com/wiki/Garnet_Island,
,Glengarnie Chain,Glengarnie Chain,,,,https://pathfinderwiki.com/wiki/Glengarnie_Chain,
,Raptor Island,Raptor Island,,,,https://pathfinderwiki.com/wiki/Raptor_Island,
,Shark Island,Shark Island,,,,https://pathfinderwiki.com/wiki/Shark_Island,
,Island of Empty Eyes,Island of Empty Eyes,,,,https://pathfinderwiki.com/wiki/Island_of_Empty_Eyes,
,Rampore Isles,Rampore Isles,,,,https://pathfinderwiki.com/wiki/Rampore_Isles,
,Nalt's Island,Nalt's Island,,,,https://pathfinderwiki.com/wiki/Nalt's_Island,
,Kepre Dua,Kepre Dua,,,,https://pathfinderwiki.com/wiki/Kepre_Dua,
,Bag Island,Bag Island,,,,https://pathfinderwiki.com/wiki/Bag_Island,
,Ushinawa Isles,Ushinawa Isles,,,,https://pathfinderwiki.com/wiki/Ushinawa_Isles,
,Pangalley Atoll,Pangalley Atoll,,,,https://pathfinderwiki.com/wiki/Pangalley_Atoll,
,Besmara's Throne,Besmara's Throne,,,,https://pathfinderwiki.com/wiki/Besmara's_Throne,
,Ragsmauda's Reach,Ragsmauda's Reach,,,,https://pathfinderwiki.com/wiki/Ragsmauda's_Reach,
,Fernlat's Islet,Fernlat's Islet,,,,https://pathfinderwiki.com/wiki/Fernlat's_Islet,
,Dagon's Jaws,Dagon's Jaws,,,,https://pathfinderwiki.com/wiki/Dagon's_Jaws,
,Taldas Isle,Taldas Isle,,,,https://pathfinderwiki.com/wiki/Taldas_Isle,
,Motaku Isle,Motaku Isle,,,,https://pathfinderwiki.com/wiki/Motaku_Isle,
,Cannibal Isles,Cannibal Isles,,,,https://pathfinderwiki.com/wiki/Cannibal_Isles,
,Island of the Black Tower,Island of the Black Tower,,,,https://pathfinderwiki.com/wiki/Island_of_the_Black_Tower,
,Shenchu Bay,Shenchu Bay,,,,https://pathfinderwiki.com/wiki/Shenchu_Bay,
,Dahak's Tooth,Dahak's Tooth,,,,https://pathfinderwiki.com/wiki/Dahak's_Tooth,
,Dahak's Horn,Dahak's Horn,,,,https://pathfinderwiki.com/wiki/Dahak's_Horn,
,Dahak's Fang,Dahak's Fang,,,,https://pathfinderwiki.com/wiki/Dahak's_Fang,
,Sarenvent,Sarenvent,,,,https://pathfinderwiki.com/wiki/Sarenvent,
,Culp's Menagerie,Culp's Menagerie,,,,https://pathfinderwiki.com/wiki/Culp's_Menagerie,
,Darguro Plate,Darguro Plate,,,,https://pathfinderwiki.com/wiki/Darguro_Plate,
,Widowmaker Isle,Widowmaker Isle,,,,https://pathfinderwiki.com/wiki/Widowmaker_Isle,
,Tempest Cay,Tempest Cay,,,,https://pathfinderwiki.com/wiki/Tempest_Cay,
,Whyrlis Rock,Whyrlis Rock,,,,https://pathfinderwiki.com/wiki/Whyrlis_Rock,
,Devil's Arches,Devil's Arches,,,,https://pathfinderwiki.com/wiki/Devil's_Arches,
,Ungoro Tedar,Ungoro Tedar,,,,https://pathfinderwiki.com/wiki/Ungoro_Tedar,
,Yoha's Graveyard,Yoha's Graveyard,,,,https://pathfinderwiki.com/wiki/Yoha's_Graveyard,
,Bhudrek Atoll,Bhudrek Atoll,,,,https://pathfinderwiki.com/wiki/Bhudrek_Atoll,
,Isle of Consummations,Isle of Consummations,,,,https://pathfinderwiki.com/wiki/Isle_of_Consummations,
,Taypan's Rock,Taypan's Rock,,,,https://pathfinderwiki.com/wiki/Taypan's_Rock,
,Vaelyn & Kellan,Vaelyn & Kellan,,,,https://pathfinderwiki.com/wiki/Vaelyn_&_Kellan,
,Hesmene's Grotto,Hesmene's Grotto,,,,https://pathfinderwiki.com/wiki/Hesmene's_Grotto,
,Raingage Isle,Raingage Isle,,,,https://pathfinderwiki.com/wiki/Raingage_Isle,
,Cauldron's Rock,Cauldron's Rock,,,,https://pathfinderwiki.com/wiki/Cauldron's_Rock,
,Straits of Balthus,Straits of Balthus,,,,https://pathfinderwiki.com/wiki/Straits_of_Balthus,
,Benbog Isle,Benbog Isle,,,,https://pathfinderwiki.com/wiki/Benbog_Isle,
,The Slithering Coast,The Slithering Coast,,,,https://pathfinderwiki.com/wiki/The_Slithering_Coast,
,Firegrass Isle,Firegrass Isle,,,,https://pathfinderwiki.com/wiki/Firegrass_Isle,
,Mgange Cove,Mgange Cove,,,,https://pathfinderwiki.com/wiki/Mgange_Cove,
,Haekin's Redoubt,Haekin's Redoubt,,,,https://pathfinderwiki.com/wiki/Haekin's_Redoubt,
,Skinny Whale Isle,Skinny Whale Isle,,,,https://pathfinderwiki.com/wiki/Skinny_Whale_Isle,
,Tidewater Rock,Tidewater Rock,,,,https://pathfinderwiki.com/wiki/Tidewater_Rock,
,Sahuagin Coast,Sahuagin Coast,,,,https://pathfinderwiki.com/wiki/Sahuagin_Coast,
,Leatherwing Bay,Leatherwing Bay,,,,https://pathfinderwiki.com/wiki/Leatherwing_Bay,
,Holy Isle,Holy Isle,,,,https://pathfinderwiki.com/wiki/Holy_Isle,
,Cove of the Queen,Cove of the Queen,,,,https://pathfinderwiki.com/wiki/Cove_of_the_Queen,
,Dead Slave Cove,Dead Slave Cove,,,,https://pathfinderwiki.com/wiki/Dead_Slave_Cove,
,Mildanesi Mountains,Mildanesi Mountains,,,,https://pathfinderwiki.com/wiki/Mildanesi_Mountains,
,Kyojin Mountains,Kyojin Mountains,,,,https://pathfinderwiki.com/wiki/Kyojin_Mountains,
,Sankyodai Mountains,Sankyodai Mountains,,,,https://pathfinderwiki.com/wiki/Sankyodai_Mountains,
,Kamifushi Mountains,Kamifushi Mountains,,,,https://pathfinderwiki.com/wiki/Kamifushi_Mountains,
,Nightford Mountains,Nightford Mountains,,,,https://pathfinderwiki.com/wiki/Nightford_Mountains,
,Kimu Mountains,Kimu Mountains,,,,https://pathfinderwiki.com/wiki/Kimu_Mountains,
,Gossamer Mountains,Gossamer Mountains,,,,https://pathfinderwiki.com/wiki/Gossamer_Mountains,
,Sudisan Peaks,Sudisan Peaks,,,,https://pathfinderwiki.com/wiki/Sudisan_Peaks,
,Chenlun Mountains,Chenlun Mountains,,,,https://pathfinderwiki.com/wiki/Chenlun_Mountains,
,Kullan Dei,Kullan Dei,,,,https://pathfinderwiki.com/wiki/Kullan_Dei,
,Wall of Heaven,Wall of Heaven,,,,https://pathfinderwiki.com/wiki/Wall_of_Heaven,
,Johar Mountains,Johar Mountains,,,,https://pathfinderwiki.com/wiki/Johar_Mountains,
,Syrzemyan Highlands,Syrzemyan Highlands,,,,https://pathfinderwiki.com/wiki/Syrzemyan_Highlands,
,Tyrant's Grasp,Tyrant's Grasp,,,,https://pathfinderwiki.com/wiki/Tyrant's_Grasp,
,Stormspear Mountains,Stormspear Mountains,,,,https://pathfinderwiki.com/wiki/Stormspear_Mountains,
,Pillars of the Sun,Pillars of the Sun,,,,https://pathfinderwiki.com/wiki/Pillars_of_the_Sun,
,Shining Mountains,Shining Mountains,,,,https://pathfinderwiki.com/wiki/Shining_Mountains,
,Stonespire Mountains,Stonespire Mountains,,,,https://pathfinderwiki.com/wiki/Stonespire_Mountains,
,Zho Mountains,Zho Mountains,,,,https://pathfinderwiki.com/wiki/Zho_Mountains,
,Mindspin Mountains,Mindspin Mountains,,,,https://pathfinderwiki.com/wiki/Mindspin_Mountains,
,Menador Mountains,Menador Mountains,,,,https://pathfinderwiki.com/wiki/Menador_Mountains,
,Aspodell Mountains,Aspodell Mountains,,,,https://pathfinderwiki.com/wiki/Aspodell_Mountains,
,Branthlend Mountains,Branthlend Mountains,,,,https://pathfinderwiki.com/wiki/Branthlend_Mountains,
,Kodar Mountains,Kodar Mountains,,,,https://pathfinderwiki.com/wiki/Kodar_Mountains,
,Tusk Mountains,Tusk Mountains,,,,https://pathfinderwiki.com/wiki/Tusk_Mountains,
,Lohaparbat Mountains,Lohaparbat Mountains,,,,https://pathfinderwiki.com/wiki/Lohaparbat_Mountains,
,Paraparbat Mountains,Paraparbat Mountains,,,,https://pathfinderwiki.com/wiki/Paraparbat_Mountains,
,Kortos Mounts,Kortos Mounts,,,,https://pathfinderwiki.com/wiki/Kortos_Mounts,
,World's Edge Mountains,World's Edge Mountains,,,,https://pathfinderwiki.com/wiki/World's_Edge_Mountains,
,Fog Peaks,Fog Peaks,,,,https://pathfinderwiki.com/wiki/Fog_Peaks,
,Tors of Levenies,Tors of Levenies,,,,https://pathfinderwiki.com/wiki/Tors_of_Levenies,
,Icerime Peaks,Icerime Peaks,,,,https://pathfinderwiki.com/wiki/Icerime_Peaks,
,Rimethirst Mountains,Rimethirst Mountains,,,,https://pathfinderwiki.com/wiki/Rimethirst_Mountains,
,Hellrung Mountains,Hellrung Mountains,,,,https://pathfinderwiki.com/wiki/Hellrung_Mountains,
,Zi Ha Mountains,Zi Ha Mountains,,,,https://pathfinderwiki.com/wiki/Zi_Ha_Mountains,
,Alabastrine Peaks,Alabastrine Peaks,,,,https://pathfinderwiki.com/wiki/Alabastrine_Peaks,
,Stained Peaks,Stained Peaks,,,,https://pathfinderwiki.com/wiki/Stained_Peaks,
,Akrandida Mountains,Akrandida Mountains,,,,https://pathfinderwiki.com/wiki/Akrandida_Mountains,
,Yolubilis River,Yolubilis River,,,,https://pathfinderwiki.com/wiki/Yolubilis_River,
,Adivian River,Adivian River,,,,https://pathfinderwiki.com/wiki/Adivian_River,
,Sulfur River,Sulfur River,,,,https://pathfinderwiki.com/wiki/Sulfur_River,
,Maiestas River,Maiestas River,,,,https://pathfinderwiki.com/wiki/Maiestas_River,
,Sedna River,Sedna River,,,,https://pathfinderwiki.com/wiki/Sedna_River,
,Travek River,Travek River,,,,https://pathfinderwiki.com/wiki/Travek_River,
,Tomarsulk River,Tomarsulk River,,,,https://pathfinderwiki.com/wiki/Tomarsulk_River,
,Usk River,Usk River,,,,https://pathfinderwiki.com/wiki/Usk_River,
,Shining River,Shining River,,,,https://pathfinderwiki.com/wiki/Shining_River,
,Southern Usk River,Southern Usk River,,,,https://pathfinderwiki.com/wiki/Southern_Usk_River,
,Gjurn River,Gjurn River,,,,https://pathfinderwiki.com/wiki/Gjurn_River,
,River Malvesa,River Malvesa,,,,https://pathfinderwiki.com/wiki/River_Malvesa,
,Doracium River,Doracium River,,,,https://pathfinderwiki.com/wiki/Doracium_River,
,Whisper River,Whisper River,,,,https://pathfinderwiki.com/wiki/Whisper_River,
,Brastle River,Brastle River,,,,https://pathfinderwiki.com/wiki/Brastle_River,
,Andoshen River,Andoshen River,,,,https://pathfinderwiki.com/wiki/Andoshen_River,
,River Iseld,River Iseld,,,,https://pathfinderwiki.com/wiki/River_Iseld,
,River Keld,River Keld,,,,https://pathfinderwiki.com/wiki/River_Keld,
,Conerica River,Conerica River,,,,https://pathfinderwiki.com/wiki/Conerica_River,
,Brokenbridge River,Brokenbridge River,,,,https://pathfinderwiki.com/wiki/Brokenbridge_River,
,Verduran Fork,Verduran Fork,,,,https://pathfinderwiki.com/wiki/Verduran_Fork,
,Fog Creek,Fog Creek,,,,https://pathfinderwiki.com/wiki/Fog_Creek,
,River Porthmos,River Porthmos,,,,https://pathfinderwiki.com/wiki/River_Porthmos,
,Falling River,Falling River,,,,https://pathfinderwiki.com/wiki/Falling_River,
,Sellen River,Sellen River,,,,https://pathfinderwiki.com/wiki/Sellen_River,
,Axanir River,Axanir River,,,,https://pathfinderwiki.com/wiki/Axanir_River,
,Razorstone River,Razorstone River,,,,https://pathfinderwiki.com/wiki/Razorstone_River,
,Vanji River,Vanji River,,,,https://pathfinderwiki.com/wiki/Vanji_River,
,Lower Korir River,Lower Korir River,,,,https://pathfinderwiki.com/wiki/Lower_Korir_River,
,Jalrune River,Jalrune River,,,,https://pathfinderwiki.com/wiki/Jalrune_River,
,Jackal River,Jackal River,,,,https://pathfinderwiki.com/wiki/Jackal_River,
,River Landon,River Landon,,,,https://pathfinderwiki.com/wiki/River_Landon,
,Arthrosh River,Arthrosh River,,,,https://pathfinderwiki.com/wiki/Arthrosh_River,
,Ounga River,Ounga River,,,,https://pathfinderwiki.com/wiki/Ounga_River,
,Meraz River,Meraz River,,,,https://pathfinderwiki.com/wiki/Meraz_River,
,Maharev River,Maharev River,,,,https://pathfinderwiki.com/wiki/Maharev_River,
,Ustradi River,Ustradi River,,,,https://pathfinderwiki.com/wiki/Ustradi_River,
,Little Vanji River,Little Vanji River,,,,https://pathfinderwiki.com/wiki/Little_Vanji_River,
,River Of Lost Tears,River Of Lost Tears,,,,https://pathfinderwiki.com/wiki/River_Of_Lost_Tears,
,Upper Korir River,Upper Korir River,,,,https://pathfinderwiki.com/wiki/Upper_Korir_River,
,Trail Of Burst Souls,Trail Of Burst Souls,,,,https://pathfinderwiki.com/wiki/Trail_Of_Burst_Souls,
,Oubinga River,Oubinga River,,,,https://pathfinderwiki.com/wiki/Oubinga_River,
,Pasuango River,Pasuango River,,,,https://pathfinderwiki.com/wiki/Pasuango_River,
,Uta River,Uta River,,,,https://pathfinderwiki.com/wiki/Uta_River,
,Jodin River,Jodin River,,,,https://pathfinderwiki.com/wiki/Jodin_River,
,Frogmarch River,Frogmarch River,,,,https://pathfinderwiki.com/wiki/Frogmarch_River,
,Crab River,Crab River,,,,https://pathfinderwiki.com/wiki/Crab_River,
,Jaadja River,Jaadja River,,,,https://pathfinderwiki.com/wiki/Jaadja_River,
,The Winding Way,The Winding Way,,,,https://pathfinderwiki.com/wiki/The_Winding_Way,
,The Crook,The Crook,,,,https://pathfinderwiki.com/wiki/The_Crook,
,Mbernbe River,Mbernbe River,,,,https://pathfinderwiki.com/wiki/Mbernbe_River,
,Black Flow,Black Flow,,,,https://pathfinderwiki.com/wiki/Black_Flow,
,Defaka River,Defaka River,,,,https://pathfinderwiki.com/wiki/Defaka_River,
,Vistear River,Vistear River,,,,https://pathfinderwiki.com/wiki/Vistear_River,
,Moutray River,Moutray River,,,,https://pathfinderwiki.com/wiki/Moutray_River,
,Elemion River,Elemion River,,,,https://pathfinderwiki.com/wiki/Elemion_River,
,Baboon River,Baboon River,,,,https://pathfinderwiki.com/wiki/Baboon_River,
,Tpishi River,Tpishi River,,,,https://pathfinderwiki.com/wiki/Tpishi_River,
,Olongo River,Olongo River,,,,https://pathfinderwiki.com/wiki/Olongo_River,
,West Sellen River,West Sellen River,,,,https://pathfinderwiki.com/wiki/West_Sellen_River,
,Ravenroost River,Ravenroost River,,,,https://pathfinderwiki.com/wiki/Ravenroost_River,
,Vhatsuntide River,Vhatsuntide River,,,,https://pathfinderwiki.com/wiki/Vhatsuntide_River,
,The Asp,The Asp,,,,https://pathfinderwiki.com/wiki/The_Asp,
,Junira River,Junira River,,,,https://pathfinderwiki.com/wiki/Junira_River,
,Seven Tears River,Seven Tears River,,,,https://pathfinderwiki.com/wiki/Seven_Tears_River,
,Ocota River,Ocota River,,,,https://pathfinderwiki.com/wiki/Ocota_River,
,Choral River,Choral River,,,,https://pathfinderwiki.com/wiki/Choral_River,
,Little Tusk,Little Tusk,,,,https://pathfinderwiki.com/wiki/Little_Tusk,
,River Sphinx,River Sphinx,,,,https://pathfinderwiki.com/wiki/River_Sphinx,
,Turvanar River,Turvanar River,,,,https://pathfinderwiki.com/wiki/Turvanar_River,
,Terwa River,Terwa River,,,,https://pathfinderwiki.com/wiki/Terwa_River,
,Scar River,Scar River,,,,https://pathfinderwiki.com/wiki/Scar_River,
,Pashman River,Pashman River,,,,https://pathfinderwiki.com/wiki/Pashman_River,
,Lakusa River,Lakusa River,,,,https://pathfinderwiki.com/wiki/Lakusa_River,
,Jasut Flow,Jasut Flow,,,,https://pathfinderwiki.com/wiki/Jasut_Flow,
,Little Pasuango River,Little Pasuango River,,,,https://pathfinderwiki.com/wiki/Little_Pasuango_River,
,River Foam,River Foam,,,,https://pathfinderwiki.com/wiki/River_Foam,
,Rimeflow River,Rimeflow River,,,,https://pathfinderwiki.com/wiki/Rimeflow_River,
,Raiteso River,Raiteso River,,,,https://pathfinderwiki.com/wiki/Raiteso_River,
,Droa River,Droa River,,,,https://pathfinderwiki.com/wiki/Droa_River,
,Kingfisher River,Kingfisher River,,,,https://pathfinderwiki.com/wiki/Kingfisher_River,
,River Dusk,River Dusk,,,,https://pathfinderwiki.com/wiki/River_Dusk,
,Pale River,Pale River,,,,https://pathfinderwiki.com/wiki/Pale_River,
,River Scorpius,River Scorpius,,,,https://pathfinderwiki.com/wiki/River_Scorpius,
,River Bdonge,River Bdonge,,,,https://pathfinderwiki.com/wiki/River_Bdonge,
,Dzimmi River,Dzimmi River,,,,https://pathfinderwiki.com/wiki/Dzimmi_River,
,River Still,River Still,,,,https://pathfinderwiki.com/wiki/River_Still,
,Buunta Flow,Buunta Flow,,,,https://pathfinderwiki.com/wiki/Buunta_Flow,
,Inkwater River,Inkwater River,,,,https://pathfinderwiki.com/wiki/Inkwater_River,
,Marideth River,Marideth River,,,,https://pathfinderwiki.com/wiki/Marideth_River,
,Nosam River,Nosam River,,,,https://pathfinderwiki.com/wiki/Nosam_River,
,Dagger River,Dagger River,,,,https://pathfinderwiki.com/wiki/Dagger_River,
,Jeni River,Jeni River,,,,https://pathfinderwiki.com/wiki/Jeni_River,
,Katharevousa River,Katharevousa River,,,,https://pathfinderwiki.com/wiki/Katharevousa_River,
,Great Goldpan River,Great Goldpan River,,,,https://pathfinderwiki.com/wiki/Great_Goldpan_River,
,Little Sellen River,Little Sellen River,,,,https://pathfinderwiki.com/wiki/Little_Sellen_River,
,Yhalt River,Yhalt River,,,,https://pathfinderwiki.com/wiki/Yhalt_River,
,Red Reed River,Red Reed River,,,,https://pathfinderwiki.com/wiki/Red_Reed_River,
,Thorn River,Thorn River,,,,https://pathfinderwiki.com/wiki/Thorn_River,
,Crooked River,Crooked River,,,,https://pathfinderwiki.com/wiki/Crooked_River,
,Gudrin River,Gudrin River,,,,https://pathfinderwiki.com/wiki/Gudrin_River,
,Kestrel River,Kestrel River,,,,https://pathfinderwiki.com/wiki/Kestrel_River,
,Stormflood River,Stormflood River,,,,https://pathfinderwiki.com/wiki/Stormflood_River,
,Yondabakari River,Yondabakari River,,,,https://pathfinderwiki.com/wiki/Yondabakari_River,
,Kazaron River,Kazaron River,,,,https://pathfinderwiki.com/wiki/Kazaron_River,
,Thundering River,Thundering River,,,,https://pathfinderwiki.com/wiki/Thundering_River,
,Vyalldehun River,Vyalldehun River,,,,https://pathfinderwiki.com/wiki/Vyalldehun_River,
,Silver River,Silver River,,,,https://pathfinderwiki.com/wiki/Silver_River,
,Stetven River,Stetven River,,,,https://pathfinderwiki.com/wiki/Stetven_River,
,The Frozen Road,The Frozen Road,,,,https://pathfinderwiki.com/wiki/The_Frozen_Road,
,Skull River,Skull River,,,,https://pathfinderwiki.com/wiki/Skull_River,
,Runtash River,Runtash River,,,,https://pathfinderwiki.com/wiki/Runtash_River,
,Sarwin River,Sarwin River,,,,https://pathfinderwiki.com/wiki/Sarwin_River,
,Tulger River,Tulger River,,,,https://pathfinderwiki.com/wiki/Tulger_River,
,Blue River,Blue River,,,,https://pathfinderwiki.com/wiki/Blue_River,
,Steam River,Steam River,,,,https://pathfinderwiki.com/wiki/Steam_River,
,Raven's River,Raven's River,,,,https://pathfinderwiki.com/wiki/Raven's_River,
,Kaga Bandoro River,Kaga Bandoro River,,,,https://pathfinderwiki.com/wiki/Kaga_Bandoro_River,
,Copper River,Copper River,,,,https://pathfinderwiki.com/wiki/Copper_River,
,Scarab River,Scarab River,,,,https://pathfinderwiki.com/wiki/Scarab_River,
,Limardero River,Limardero River,,,,https://pathfinderwiki.com/wiki/Limardero_River,
,Traveler's River,Traveler's River,,,,https://pathfinderwiki.com/wiki/Traveler's_River,
,Naurepzi River,Naurepzi River,,,,https://pathfinderwiki.com/wiki/Naurepzi_River,
,Follower's River,Follower's River,,,,https://pathfinderwiki.com/wiki/Follower's_River,
,River of the Moth,River of the Moth,,,,https://pathfinderwiki.com/wiki/River_of_the_Moth,
,Sakehiyaku River,Sakehiyaku River,,,,https://pathfinderwiki.com/wiki/Sakehiyaku_River,
,Chijonami River,Chijonami River,,,,https://pathfinderwiki.com/wiki/Chijonami_River,
,Kamiteki River,Kamiteki River,,,,https://pathfinderwiki.com/wiki/Kamiteki_River,
,Awahana River,Awahana River,,,,https://pathfinderwiki.com/wiki/Awahana_River,
,Mekkyo River,Mekkyo River,,,,https://pathfinderwiki.com/wiki/Mekkyo_River,
,Tagiryu River,Tagiryu River,,,,https://pathfinderwiki.com/wiki/Tagiryu_River,
,Warashi River,Warashi River,,,,https://pathfinderwiki.com/wiki/Warashi_River,
,Jikko River,Jikko River,,,,https://pathfinderwiki.com/wiki/Jikko_River,
,Kosokunami River,Kosokunami River,,,,https://pathfinderwiki.com/wiki/Kosokunami_River,
,Whitegold River,Whitegold River,,,,https://pathfinderwiki.com/wiki/Whitegold_River,
,Gullik River,Gullik River,,,,https://pathfinderwiki.com/wiki/Gullik_River,
,Marbleflow River,Marbleflow River,,,,https://pathfinderwiki.com/wiki/Marbleflow_River,
,Red Fox River,Red Fox River,,,,https://pathfinderwiki.com/wiki/Red_Fox_River,
,Wayward River,Wayward River,,,,https://pathfinderwiki.com/wiki/Wayward_River,
,The Iceflow,The Iceflow,,,,https://pathfinderwiki.com/wiki/The_Iceflow,
,Storval River,Storval River,,,,https://pathfinderwiki.com/wiki/Storval_River,
,Stalak River,Stalak River,,,,https://pathfinderwiki.com/wiki/Stalak_River,
,Elytus River,Elytus River,,,,https://pathfinderwiki.com/wiki/Elytus_River,
