location,source,target,id,fuzzy,context,translator_comments,developer_comments
,,aura,aura,,,"**aura** (trait) An aura is an emanation that continually ebbs out from you, affecting creatures within a certain radius. Aura can also refer to the magical signature of an item.",
,,automatic bonus progression,automatic_bonus_progression,,,**automatic bonus progression** (variant) 83,
,,avalanche,avalanche,,,**avalanche** (natural disaster) 96,
,,Axis,Axis,,,**Axis** (plane) 179,
,,azata,azata,,,**azata** (trait) This family of celestials is native to Elysium. They are typically holy and have darkvision and a weakness to cold iron and unholy.,
,,Azlant,Azlant,,,**Azlant** 145,
,,Baba Yaga,Baba_Yaga,,,**Baba Yaga** 154,
,,beast,beast,,,"**beast** (trait) A creature similar to an animal but with an Intelligence modifier of –3 or higher is usually a beast. Unlike an animal, a beast might be able to speak and reason.",
,,Bellflower Network,Bellflower_Network,,,**Bellflower Network** (faction) 164,
,,bleed,bleed,,,**bleed** (damage type)  A type of persistent damage. *PC* 409,
,,blizzard,blizzard,,,**blizzard** (natural disaster) 96,
,,Bloodcove,Bloodcove,,,**Bloodcove** 152,
,,bludgeoning,bludgeoning,,,**bludgeoning** (damage type) A type of physical damage. *PC* 409,
,,bomb,bomb,,,"**bomb** (trait) **244**, items (244–245)",
,,Boneyard,Boneyard,,,**Boneyard** (plane) 179,
,,Brevoy,Brevoy,,,**Brevoy** 147,
,,Bright Lions,Bright_Lions,,,**Bright Lions** 152,
,,Broken Lands,Broken_Lands,,,**Broken Lands** 147,
,,Broken Threshold (BT),Broken_Threshold__BT,,,"**Broken Threshold (BT)** When an object’s HP reaches this number, it becomes broken. 252, *PC* 269",
,,Calistria,Calistria,,,**Calistria** (deity) 161,
,,campaign,campaign,,,**campaign** A serialized story focusing on a single party of characters and taking place over multiple adventures. 64–67,
,,campaign structures,campaign_structures,,,campaign structures 65,
,,ending the campaign,ending_the_campaign,,,ending the campaign 67,
,,Casmaron,Casmaron,,,**Casmaron** 144,
,,Castrovel,Castrovel,,,"**Castrovel** 143, 145",
,,catfolk,catfolk,,,**catfolk** 157,
,,Cayden Cailean,Cayden_Cailean,,,**Cayden Cailean** (deity) 161,
,,celestial,celestial,,,**celestial** (trait) Creatures that hail from or have a strong connection to the holy planes are called celestials. Celestials can survive the basic environmental effects of planes in the Outer Sphere.,
,,character creation,character_creation,,,**character creation** 9,
,,chase,chase,,,**chase** (subsystem) A short-term subsystem wherein the PCs progress through various situations and obstacles. 192–195,
,,cheating,cheating,,,**cheating** 18,
,,Cheliax,Cheliax,,,"**Cheliax** 153, 155",
,,cities,cities,,,**cities** 168–171,
,,city,city,,,**city** (trait) 170,
,,civilization,civilization,,,**civilization** (building worlds) 136–139,
,,climate,climate,,,**climate** 95,
,,cold,cold,,,**cold** (climate) 95,
,,cold,cold,,,**cold** (damage type) *PC* 409,
,,cold,cold,,,**cold** (trait) Effects with this trait deal cold damage. Creatures with this trait have a connection to magical cold.,
,,cold iron,cold_iron,,,"**cold iron** (material) 228, 233, 240, **253**",
,,collaboration,collaboration,,,"**collaboration** 8, **19–20**",
,,collapse,collapse,,,**collapse**(natural disaster) 96,
,,common,common,,,"**common** (trait) Anything that doesn’t list another rarity trait (uncommon, rare, or unique) automatically has the common trait. This rarity indicates that an ability, item, or spell is available to all players who meet the prerequisites for it.",
,,companion,companion,,,**companion** (trait) 272,
,,companion item,companion_item,,,**companion item** (magic item) 272,
,,complex,complex,,,**complex** (trait) A hazard with this trait takes turns in an encounter.,
,,concentrate,concentrate,,,**concentrate** (trait) An action with this trait requires a degree of mental concentration and discipline.,
,,construct,construct,,,"**construct** (trait) A construct is an artificial creature empowered by a force other than vitality or void. Constructs are often mindless; they’re immune to bleed damage, death effects, disease, healing, nonlethal attacks, poison, vitality, void, and the doomed, drained, fatigued, paralyzed, sickened, and unconscious conditions; and they might have Hardness based on the materials used to construct their bodies. Constructs are not living creatures, nor are they undead. When reduced to 0 Hit Points, a construct creature is destroyed.",
,,consumable,consumable,,,"**consumable** (trait) **221**, (items) 244–251, 255–269",
,,contact,contact,,,**contact** (trait) 248,
,,cosmology,cosmology,,,**cosmology** 140–141,
,,cost of living,cost_of_living,,,"**cost of living** 50, *PC* 295",
,,Craft DCs,Craft_DCs,,,**Craft DCs** 53,
,,Creation’s Forge,Creation_s_Forge,,,**Creation’s Forge** (plane) 175,
,,creature,creature,,,**creature** An active participant in the story and world. This includes monsters and nonplayer characters (played by the Game Master) and player characters (played by the other players).,
,,building creatures,building_creatures,,,building creatures 112–129,
,,building NPCs,building_NPCs,,,building NPCs 128–129,
,,creature trait abilities,creature_trait_abilities,,,creature trait abilities 126–127,
,,designing abilities,designing_abilities,,,designing abilities 123–125,
,,road map for creature,road_map_for_creature,,,road map for creature building 115,
,,road map for NPC,road_map_for_NPC,,,road map for NPC building 129,
,,critical specialization PC,critical_specialization_PC,,,critical specialization PC 283,
,,Crown of the World,Crown_of_the_World,,,**Crown of the World** 145,
,,curse,curse,,,**curse** (trait) A curse is an effect that places some long-term affliction on a creature. Curses are always magical and are typically the result of a spell or trap. Effects with this trait can be removed only by effects that specifically target curses. 86,
,,cursed items,cursed_items,,,cursed items 306–307,
,,cursed,cursed,,,**cursed** (trait) 306,
,,daemon,daemon,,,"**daemon** (trait) A family of fiends spawned on the desolate plane of Abaddon, most daemons are unholy. They typically have darkvision and weakness to holy.",
,,daily preparations,daily_preparations,,,"**daily preparations** During your morning preparations, you ready your gear, prepare spells, and otherwise get ready for your adventuring day. 35",
,,Darklands,Darklands,,,"**Darklands** 143, **145**",
,,dawnsilver,dawnsilver,,,"**dawnsilver** (material) 228, 233, 240, **253–254**",
,,days of the week,days_of_the_week,,,**days of the week** 145,
,,DC (Difficulty Class),DC__Difficulty_Class,,,"**DC (Difficulty Class)** *See also* Difficulty Class 52–55, *PC* 401",
,,deadly,deadly,,,**deadly** (weapon trait) *PC* 282,
,,death,death,,,**death** (trait) An effect with the death trait kills you immediately if it reduces you to 0 HP. Some death effects can bring you closer to death or slay you outright without reducing you to 0 HP.,
,,Deception DCs,Deception_DCs,,,**Deception DCs** 55,
,,deities,deities,,,"**deities** 139–140, **161–163**",
,,demon,demon,,,"**demon** (trait) A family of fiends, demons hail from or trace their origins to the Outer Rifts. Most are irredeemably unholy and have darkvision. 160",
,,Deskari,Deskari,,,**Deskari** 147,
,,Desna,Desna,,,**Desna** (deity) 161,
,,Detect Magic (exploration activity),Detect_Magic__exploration_activity,,,"**Detect Magic (exploration activity)** 41, *PC* 438",
,,detection,detection,,,"**detection** (trait) Effects with this trait attempt to determine the presence or location of a person, object, or aura.",
,,devil,devil,,,"**devil** (trait) A family of fiends from Hell, most devils are irredeemably unholy. They typically have greater darkvision, immunity to fire, and telepathy. 160",
,,difficult terrain,difficult_terrain,,,"**difficult terrain** 92, *PC* 423",
,,Difficulty Class (DC),Difficulty_Class__DC,,,"**Difficulty Class (DC)** The number you need to succeed at a check. To generate a DC from a modifier (like Perception DC), add 10 to the modifier. 52–55, *PC* 401",
,,Dimension of Time,Dimension_of_Time,,,**Dimension of Time** (dimension) 181,
,,dimensions,dimensions,,,**dimensions** 181,
,,dinosaur,dinosaur,,,**dinosaur** (trait) These reptiles have survived from prehistoric times.,
,,Diplomacy DCs,Diplomacy_DCs,,,**Diplomacy DCs** 55,
,,disabilities,disabilities,,,**disabilities** 21–22,
,,disaster,disaster,,,**disaster** natural disasters 95–97,
,,disease,disease,,,**disease** (trait) An effect with this trait applies one or more diseases. A disease is typically an affliction. 88–89,
,,divine,divine,,,"**divine** (trait) This magic comes from the divine tradition, drawing power from deities or similar sources. Anything with this trait is magical.",
,,"doors, gates, and walls",doors__gates__and_walls,,,"**doors, gates, and walls** 92–94",
,,downtime,downtime,,,"**downtime** A mode of play in which characters aren’t adventuring. Days pass quickly at the table, and characters engage in long-term activities.",
,,downtime events,downtime_events,,,downtime events 46–48,
,,long term rest,long_term_rest,,,long-term rest 50,
,,money,money,,,money 49–50,
,,retraining PC,retraining_PC,,,"retraining 50–51, *PC* 440–441",
,,running downtime,running_downtime,,,running downtime 44–51,
,,dragon,dragon,,,"**dragon** (trait) Dragons are reptilian creatures, often winged or with the power of flight. Most can exhale magical energy and are immune to sleep and paralysis. 160",
,,dream,dream,,,"**dream** (trait) Creatures native to the Dimension of Dreams can possess a diverse array of abilities, although those associated with the nightmare realm of Leng are almost always unholy and immune to that realm’s freezing temperatures.",
,,Dreamlands,Dreamlands,,,**Dreamlands** (dimension) 181,
,,Druma,Druma,,,**Druma** 155,
,,duels,duels,,,**duels** (subsystem) A subsystem for a one-on-one combat or spellcasting competition wherein the participants abide by specific rules agreed upon before the duel begins. 202–203,
,,dungeon,dungeon,,,**dungeon** (environment) 94,
,,duskwood,duskwood,,,"**duskwood** (material) 228, 233, 240, **254**",
,,dwarf,dwarf,,,**dwarf** 157,
,,Eagle Knights,Eagle_Knights,,,**Eagle Knights** (faction) 164,
,,Earn Income DCs,Earn_Income_DCs,,,**Earn Income DCs** 53–54,
,,earth,earth,,,**earth** (trait) Effects with the earth trait either manipulate or conjure earth. Those that manipulate earth have no effect in an area without earth. Creatures with this trait consist primarily of earth or have a connection to magical earth. 173,
,,Earthfall,Earthfall,,,"**Earthfall** 143, 144",
,,earthquake,earthquake,,,**earthquake** (natural disaster) 96,
,,electricity,electricity,,,**electricity** (damage type) *PC* 409,
,,electricity,electricity,,,**electricity** (trait) Effects with this trait deal electricity damage. A creature with this trait has a connection to magical electricity.,
,,elemental,elemental,,,**elemental** (trait) Elementals are creatures directly tied to an element and native to the elemental planes. Elementals don’t need to breathe.,
,,elf,elf,,,**elf** 158,
,,elixir,elixir,,,"**elixir** (trait) **246**, 246–247 (items)",
,,Elysium,Elysium,,,**Elysium** (plane) 179,
,,emotion,emotion,,,**emotion** (trait) This effect alters a creature’s emotions. Effects with this trait always have the mental trait as well. Creatures with special training or that have mechanical or artificial intelligence are immune to emotion effects.,
,,encounter,encounter,,,**encounter**  A mode of play in which time is measured in 6-second rounds and participants use precise actions. Combat takes place in encounters.,
,,bypassed encounters,bypassed_encounters,,,bypassed encounters 32,
,,encounter design,encounter_design,,,encounter design 75–81,
,,ending the encounter,ending_the_encounter,,,ending the encounter 32,
,,initiative PC,initiative_PC,,,"initiative 24, *PC* 435",
,,running encounters PC,running_encounters_PC,,,"running encounters 24–33, *PC* 435–437",
,,social encounters,social_encounters,,,"social encounters 31–32, 80, 81",
,,energy,energy,,,"**energy** (damage type) An umbrella category including acid, cold, electricity, fire, force, sonic, vitality, and void damage. *PC* 409",
,,enhanced magic,enhanced_magic,,,**enhanced magic** planar phenomenon 175,
,,environment,environment,,,**environment** 90–97,
,,environmental,environmental,,,"**environmental** (trait) A hazard with this trait is something dangerous that’s part of the natural world, such as quicksand or harmful mold. 102–107",
,,difficult and hazardous terrain,difficult_and_hazardous_terrain,,,difficult and hazardous terrain 92,
,,doors gates and walls,doors_gates_and_walls,,,"doors, gates, and walls 92–94",
,,environmental damage,environmental_damage,,,environmental damage 90,
,,environmental details,environmental_details,,,environmental details 39,
,,Erastil,Erastil,,,**Erastil** (deity) 161,
,,erratic,erratic,,,**erratic** (trait) 172,
,,Esoteric Order of the Palatine Eye,Esoteric_Order_of_the_Palatine_Eye,,,"**Esoteric Order of the Palatine Eye** (faction) 149, **164**",
,,ethereal,ethereal,,,**ethereal** (trait) Ethereal creatures are natives of the Ethereal Plane. They can survive the basic environmental effects of the Ethereal Plane.,
,,Ethereal Plane,Ethereal_Plane,,,**Ethereal Plane** (plane) 177,
,,expandable,expandable,,,**expandable** (trait) 269,
,,Experience Points (XP),Experience_Points__XP,,,"**Experience Points (XP)** Points that measure a player character’s progress, accrued during play. Typically a PC gains a new level upon reaching 1,000 XP. 56–57, *PC* 6, 29",
,,encounter budget,encounter_budget,,,encounter budget 75–76,
,,hazard XP,hazard_XP,,,hazard XP 99,
,,exploration,exploration,,,"**exploration** A mode of play used for traveling, investigating, and otherwise exploring. The GM determines the flow of time.",
,,running exploration PC,running_exploration_PC,,,"running exploration 34–43, *PC* 438–439",
,,exploration,exploration,,,**exploration** (trait) An activity with this trait takes more than a turn to use and can usually be used only during exploration mode.,
,,extradimensional,extradimensional,,,**extradimensional** (trait) This effect or item creates an extradimensional space. An extradimensional effect placed inside another extradimensional space ceases to function until it’s removed.,
,,extreme,extreme,,,**extreme** (encounter threat) 75,
,,Eye of Abendego,Eye_of_Abendego,,,**Eye of Abendego** 150,
,,Eye of Dread,Eye_of_Dread,,,**Eye of Dread** 148,
,,fear,fear,,,**fear** (trait) Fear effects evoke the emotion of fear. Effects with this trait always have the mental and emotion traits as well.,
,,fey,fey,,,**fey** (trait) Creatures of the First World are called the fey.,
,,fiend,fiend,,,**fiend** (trait) Creatures that hail from or have a strong connection to unholy planes are called fiends. Fiends can survive the basic environmental effects of planes in the Outer Sphere.,
,,final blades,final_blades,,,**final blades** 155,
,,finite,finite,,,**finite** (trait) 172,
,,fire,fire,,,**fire** (damage type) *PC* 409,
,,fire,fire,,,**fire** (trait) Effects with the fire trait deal fire damage or either conjure or manipulate fire. Those that manipulate fire have no effect in an area without fire. Creatures with this trait consist primarily of fire or have a connection to magical fire. 173,
,,Firebrands,Firebrands,,,**Firebrands** (faction) 164,
,,First World,First_World,,,"**First World** (plane) 143, **177–178**",
,,Five Kings Mountains,Five_Kings_Mountains,,,**Five Kings Mountains** 155,
,,flood,flood,,,**flood** (natural disaster) 96,
,,flourish,flourish,,,**flourish** (trait) Flourish actions are actions that require too much exertion to perform a large number in a row. You can use only 1 action with the flourish trait per turn.,
,,flowing,flowing,,,**flowing** (trait) 172,
,,flying combat,flying_combat,,,"**flying combat** *See also* aerial combat 30, *PC* 437",
,,focused,focused,,,**focused** (trait) 221,
,,fog,fog,,,**fog** (climate) 95,
,,Follow the Expert,Follow_the_Expert,,,"**Follow the Expert** (exploration activity) 41, *PC* 438",
,,force,force,,,**force** (damage type) *PC* 409,
,,force,force,,,**force** (trait) Effects with this trait deal force damage or create objects made of pure magical force.,
,,forceful,forceful,,,**forceful** (weapon trait) *PC* 282,
,,fortune,fortune,,,"**fortune** (trait) A fortune effect beneficially alters how you roll your dice. You can never have more than one fortune effect alter a single roll. If multiple fortune effects would apply, you have to pick which to use. If a fortune effect and a misfortune effect would apply to the same roll, the two cancel each other out, and you roll normally. *PC* 401",
,,free archetype,free_archetype,,,**free archetype** (variant) 84,
,,Free Captains of the Shackles,Free_Captains_of_the_Shackles,,,"**Free Captains of the Shackles** (faction) 152, **164–165**",
,,fungus,fungus,,,**fungus** (trait) Fungal creatures have the fungus trait. They’re distinct from normal fungi.,
,,Galt,Galt,,,**Galt** 153,
,,Gargantuan,Gargantuan,,,"**Gargantuan** (size) This size of creature takes up a space of at least 20 feet by 20 feet (16 squares on the grid) but can be much larger. Gargantuan creatures typically have a reach of 20 feet if they’re tall, or 15 feet if they’re long, but larger ones could have a much longer reach.",
,,Garund,Garund,,,**Garund** 149,
,,"gates, doors, and walls",gates__doors__and_walls,,,"**gates, doors, and walls** 92–94",
,,Gather Information DCs,Gather_Information_DCs,,,**Gather Information DCs** 54,
,,Geb,Geb,,,**Geb** 151,
,,gems & art objects,gems___art_objects,,,**gems & art objects** 298–299,
,,genie,genie,,,**genie** 160,
,,giant,giant,,,**giant** (trait) Giants are massive humanoid creatures. 160,
,,gift,gift,,,**gift** relic gift 309–319,
,,Glorious Reclamation,Glorious_Reclamation,,,**Glorious Reclamation** 153,
,,gnome,gnome,,,**gnome** 158,
,,goblin,goblin,,,**goblin** 158,
,,Goblinblood Wars,Goblinblood_Wars,,,**Goblinblood Wars** 153,
,,Goka,Goka,,,**Goka** 145,
,,Golarion,Golarion,,,**Golarion** Golarion is the most important world in the Lost Omens campaign setting. 143,
,,maps,maps,,,"maps 142, 144",
,,Golden Road,Golden_Road,,,**Golden Road** 149,
,,Gorum,Gorum,,,**Gorum** (deity) 162,
,,Gozreh,Gozreh,,,**Gozreh** (deity) 162,
,,Gravelands,Gravelands,,,**Gravelands** 148,
,,Great Beyond,Great_Beyond,,,**Great Beyond** The collective name for all of the planes of existence of the known multiverse. 145,
,,Green Faith,Green_Faith,,,**Green Faith** 163,
,,grids and miniatures,grids_and_miniatures,,,"**grids and miniatures** 25, **28**, 30",
,,group composition,group_composition,,,**group composition** 20–21,
,,XP for different party,XP_for_different_party,,,XP for different party sizes 56–57,
,,halfling,halfling,,,**halfling** 158,
,,Hardness,Hardness,,,"**Hardness** A statistic representing an object’s durability. 252, *PC* 269",
,,haunt,haunt,,,"**haunt** (trait) A hazard with this trait is a spiritual echo, often of someone with a tragic death. Putting a haunt to rest often involves resolving the haunt’s unfinished business. A haunt that hasn’t been properly put to rest always returns after a time. 100–107",
,,hazard,hazard,,,"**hazard** 35–36, **98–108**",
,,building hazards,building_hazards,,,building hazards 109–111,
,,hazards by level,hazards_by_level,,,hazards by level 101,
,,hazardous terrain,hazardous_terrain,,,"**hazardous terrain** 38, 92",
,,healing,healing,,,"**healing** (trait) A healing effect restores a creature’s body, typically by restoring Hit Points, but sometimes by removing diseases or other debilitating effects.",
,,heat,heat,,,**heat** (climate) 95,
,,Heaven,Heaven,,,**Heaven** (plane) 180,
,,held item,held_item,,,**held item** (magic item) 273–277,
,,Hell,Hell,,,**Hell** (plane) 180,
,,Hellknights,Hellknights,,,**Hellknights** (faction) 165,
,,Hermea,Hermea,,,**Hermea** 150,
,,Hero Point,Hero_Point,,,"**Hero Point** These points last only within a session. You can spend 1 Hero Point to reroll a check, or all your Hero Points to avoid dying. 12, **57–58**, *PC* 413",
,,hexploration,hexploration,,,**hexploration** (subsystem) A subsystem for exploration using an overland map divided into hexagonal sections. 206–209,
,,high gravity,high_gravity,,,**high gravity** (trait) 172,
,,High Seas,High_Seas,,,**High Seas** 150,
,,Hold of Belkzen,Hold_of_Belkzen,,,**Hold of Belkzen** 148,
,,holy,holy,,,"**holy** (trait) Effects with the holy trait are tied to powerful magical forces of benevolence and virtue. They often have stronger effects on unholy creatures. Creatures with this trait are strongly devoted to holy causes and often have weakness to unholy. If a creature with weakness to holy uses a holy item or effect, it takes damage from its weakness.",
,,house rules,house_rules,,,**house rules** 17,
,,Huge,Huge,,,**Huge** (size) A Huge creature takes up a 15-foot-by-15-foot space (9 squares on the grid). It typically has a reach of 15 feet if the creature is tall or 10 feet if the creature is long.,
,,human ethnicities,human_ethnicities,,,**human ethnicities** 156-157,
,,humanoid,humanoid,,,**humanoid** (trait) Humanoid creatures reason and act much like humans. They typically stand upright and have two arms and two legs.,
,,Hurricane Queen,Hurricane_Queen,,,**Hurricane Queen** 150,
,,Identify Alchemy DCs,Identify_Alchemy_DCs,,,**Identify Alchemy DCs** 54,
,,Identify Magic DCs,Identify_Magic_DCs,,,**Identify Magic DCs** 54,
,,Ilizmagorti,Ilizmagorti,,,**Ilizmagorti** 150,
,,illusion,illusion,,,**illusion** (trait) Effects and magic items with this trait involve false sensory stimuli.,
,,immeasurable,immeasurable,,,**immeasurable** (trait) 172,
,,impeded magic,impeded_magic,,,**impeded magic **planar phenomenon 175,
,,Impossible Lands,Impossible_Lands,,,**Impossible Lands** 151,
,,incapacitation,incapacitation,,,"**incapacitation** (trait) An ability with this trait can take a character completely out of the fight or even kill them, and it’s harder to use on a more powerful character. If a spell has the incapacitation trait, any creature of more than twice the spell’s level treats the result of their check to prevent being incapacitated by the spell as one degree of success better, or the result of any check the spellcaster made to incapacitate them as one degree of success worse. If any other effect has the incapacitation trait, a creature of higher level than the item, creature, or hazard generating the effect gains the same benefits.",
,,incorporeal,incorporeal,,,"**incorporeal** (trait) An incorporeal creature or object has no physical form. It can pass through solid objects, including walls. When inside an object, an incorporeal creature can’t perceive, attack, or interact with anything outside the object, and if it starts its turn in an object, it’s slowed 1 until the end of its turn. A corporeal and an incorporeal creature can pass through one another, but they can’t end their movement in each other’s space.",
,,An incorporeal creature can,An_incorporeal_creature_can,,,"An incorporeal creature can’t attempt Strength-based checks against physical creatures or objects—only against incorporeal ones—unless those objects have the *ghost touch* property rune. Likewise, a corporeal creature can’t attempt Strength-based checks against incorporeal creatures or objects.",
,,Incorporeal creatures usually have,Incorporeal_creatures_usually_have,,,"Incorporeal creatures usually have immunity to effects or conditions that require a physical body, like disease, poison, and precision damage. They usually have resistance against all damage (except force damage and damage from Strikes with the *ghost touch* property rune), with double the resistance against non-magical damage.",
,,infiltration,infiltration,,,**infiltration** (subsystem) A subsystem providing a framework for a party to achieve objectives through subtlety rather than direct confrontation. 196–199,
,,influence,influence,,,**influence** (subsystem) A short-term subsystem wherein the PCs accumulate Influence Points during a social encounter with an N*PC* to represent their increasing influence. 187–189,
,,ingested,ingested,,,**ingested** (trait) 248,
,,inhaled,inhaled,,,**inhaled** (trait) 248,
,,initiative,initiative,,,"**initiative** At the start of an encounter, all participants involved roll for initiative to determine the order in which they act. 24-25, *PC* 10, 435",
,,in social encounters,in_social_encounters,,,in social encounters 31,
,,injury,injury,,,**injury** (trait) 248,
,,Inner Sea,Inner_Sea,,,**Inner Sea** This sea cradled between Avistan and Garund was created by the reshaping of the region during Earthfall. 144,
,,map,map,,,map 142,
,,intelligent,intelligent,,,**intelligent** (trait) 304,
,,intelligent item,intelligent_item,,,**intelligent item** (magic item) 304–305,
,,Intimidation DCs,Intimidation_DCs,,,**Intimidation DCs** 55,
,,invested,invested,,,"**invested** (trait) **219**, 221",
,,Investigate,Investigate,,,"**Investigate** (exploration activity) 41, *PC* 439",
,,investigations,investigations,,,**investigations** 36,
